Dance,Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,84,0.38,0.866,199440,0.813,0,B,0.0779,-4.063,Minor,0.0554,121.998,4/4,0.969
Dance,Backstreet Boys,I Want It That Way,6e40mgJiCid5HRAGrbpGA6,79,0.216,0.689,213600,0.702,0,F#,0.159,-5.642,Minor,0.0261,99.031,4/4,0.484
Dance,Sia,"Genius (with Lil Wayne, Sia, Diplo & Labrinth - Lil Wayne Remix)",0yjJ3it84L5Uq6fCCO7C9t,77,0.0143,0.658,162920,0.783,0.000181,B,0.0543,-3.381,Minor,0.194,159.049,4/4,0.745
Dance,Jeremy Zucker,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,76,0.836,0.773,169973,0.437,2.42e-05,A,0.544,-8.281,Major,0.0963,103.861,4/4,0.707
Dance,Julia Michaels,Anxiety (with Selena Gomez),1XJ93XskwJf7PCyIVLbNBt,83,0.571,0.803,210147,0.384,0,G,0.194,-6.522,Major,0.179,141.924,4/4,0.503
Dance,Calvin Harris,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,90,0.0119,0.781,213309,0.768,4.91e-06,B,0.325,-5.991,Major,0.0394,123.07,4/4,0.486
Dance,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,83,0.0498,0.617,247160,0.635,1.44e-05,B,0.164,-6.769,Minor,0.0317,103.019,4/4,0.446
Dance,Alec Benjamin,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,77,0.698,0.656,181522,0.577,0,A#,0.296,-5.566,Minor,0.0802,173.094,4/4,0.861
Dance,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,82,0.0291,0.641,258343,0.922,0,D,0.0862,-4.457,Major,0.0786,146.078,4/4,0.847
Dance,Dua Lipa,Kiss and Make Up,7jr3iPu4O4bTCVwLMbdU2i,87,0.0658,0.678,189173,0.729,0,G#,0.303,-4.188,Major,0.137,99.895,4/4,0.643
Dance,Rita Ora,Let You Love Me,6xtcFXSo8H9BZN637BMVKS,86,0.288,0.531,190000,0.854,0,A#,0.0773,-3.149,Major,0.198,94.419,4/4,0.456
Dance,Calvin Harris,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,76,0.498,0.736,230813,0.795,1.21e-06,C#,0.254,-3.299,Minor,0.0545,104.066,4/4,0.511
Dance,Robin Schulz,Speechless (feat. Erika Sirola),1rCcsYnmqbMYdkG7kS9GC5,88,0.0161,0.574,214942,0.728,1.42e-06,C#,0.0851,-4.777,Major,0.062,125.047,4/4,0.266
Dance,The Chainsmokers,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,81,0.157,0.532,208373,0.869,0.00508,B,0.136,-5.094,Major,0.172,159.803,4/4,0.422
Dance,Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,81,0.181,0.637,226973,0.713,0.000637,C,0.137,-4.333,Major,0.0747,129.923,4/4,0.243
Dance,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,78,0.15,0.703,193613,0.868,0.132,G,0.104,-4.661,Minor,0.0291,121.03,4/4,0.733
Dance,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,73,0.0353,0.663,197933,0.713,7.68e-06,G,0.0843,-6.647,Minor,0.112,101.965,4/4,0.69
Dance,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,82,0.0166,0.766,174893,0.881,2.3e-06,A,0.347,-5.158,Minor,0.137,112.027,5/4,0.674
Dance,Steve Aoki,Waste It On Me (feat. BTS),2r1T6xGTVaNAqBoPH4lZEE,81,0.252,0.669,192537,0.684,0,G,0.72,-4.595,Major,0.0585,96.097,4/4,0.466
Dance,Julia Michaels,Jump (with Trippie Redd),2OvV4NjEBRE9v8Oo7QeUCq,77,0.25,0.654,207857,0.547,0,A#,0.0961,-6.598,Major,0.127,173.981,4/4,0.507
Dance,Alessia Cara,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,75,0.0285,0.573,230227,0.739,0,C,0.111,-5.74,Major,0.129,97.085,4/4,0.451
Dance,Bruno Mars,Locked Out of Heaven,7wLzyZNWI5QicsVhkXohFq,0,0.049,0.726,233478,0.698,0,F,0.309,-4.165,Major,0.0431,143.994,4/4,0.867
Dance,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,72,0.0586,0.731,247160,0.445,1.96e-05,C,0.14,-8.418,Major,0.0533,117.97,4/4,0.106
Dance,Dexys Midnight Runners,Come On Eileen,0EMmVUYs9ZZRHtlADB88uz,72,0.648,0.45,287307,0.658,3.14e-06,D,0.264,-7.064,Major,0.0472,106.799,4/4,0.781
Dance,Gryffin,Tie Me Down (with Elley Duhé),4QVS8YCpK71R4FsxSMCjhP,76,0.135,0.548,218296,0.839,0,F#,0.102,-2.371,Major,0.0644,98.932,4/4,0.314
Dance,Lady Gaga,Music To My Eyes,5IXk9TVBuxG87sFrwclBJw,78,0.392,0.625,199200,0.356,0.00129,D,0.1,-9.044,Major,0.0319,114.805,3/4,0.325
Dance,Bruno Mars,Versace On The Floor,0kN8xEmgMW9mh7UmDYHlJP,78,0.196,0.578,261240,0.574,0,D,0.083,-6.209,Major,0.0454,174.152,4/4,0.301
Dance,Meghan Trainor,Like I'm Gonna Lose You,2YlZnw2ikdb837oKMKjBkW,79,0.4,0.63,225053,0.53,0,C,0.177,-7.259,Major,0.0434,108.038,3/4,0.417
Dance,Shawn Mendes,Fallin' All In You,5EYBryPOgIEPB7r5QIy6eG,79,0.405,0.853,235747,0.476,0,G#,0.111,-6.696,Major,0.0361,92.038,4/4,0.796
Dance,Nicki Minaj,Good Form (feat. Lil Wayne),6supMAknraGpJrN5qqYfV8,75,0.0533,0.898,237493,0.733,0.000115,G,0.102,-4.75,Major,0.178,96.51,4/4,0.295
Dance,Ariana Grande,the light is coming (feat. Nicki Minaj),0sdbFOyfgAhAhWq8DpzkaW,74,0.0122,0.877,228373,0.547,1.51e-05,G,0.028,-5.705,Major,0.18,99.034,4/4,0.687
Dance,Demi Lovato,Tell Me You Love Me,3hYvGiw2Q8QE2YWdIJLBz0,76,0.0241,0.536,236987,0.582,0,D#,0.181,-5.452,Minor,0.0433,82.142,4/4,0.253
Dance,The Black Eyed Peas,I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,70,0.0823,0.741,289133,0.748,0,C,0.34,-6.299,Major,0.0264,127.965,4/4,0.6
Dance,Alec Benjamin,Boy In The Bubble,60cYr5uuMoxvyuIx45rGEW,73,0.224,0.817,181705,0.578,0.00103,B,0.251,-7.579,Minor,0.0824,143.982,4/4,0.851
Dance,The Black Eyed Peas,Where Is The Love?,3CNqo3gYrfexdrtjFmC9he,70,0.104,0.835,272533,0.706,0,F,0.137,-3.219,Major,0.193,94.086,4/4,0.843
